IdOportunidad,IdEmpresa,IdPropietario,TipoDivisaAjuste,Zona,Importe,FechaCierre,Participantes,ImporteEnMXN,ClasificacionZona,RangoImporte,RendimientoPorZona,AñoCierre,MesCierre,ImporteAcumulado,CrecimientoRelativo
0068X00001J86CmQAJ,0018X00003EzoAGQAZ,005UG000001VnS5YAK,MXN,ZONA 1,23500,31/12/2024,16,23500,Central,Muy Bajo,1468.75,2024,12,23500,0
006UG000003l4phYAA,0013f000003TnJRAA0,0052M000008ag3jQAA,MXN,ZONA 5,263184,31/12/2024,0,263184,Periferica,Bajo,263184,2024,12,263184,0
006UG000004Sy70YAC,0018X00003P5wctQAB,0052M000008Jq5HQAS,USD,ZONA 3,130000,31/12/2024,0,2626000,Periferica,Medio,2626000,2024,12,2626000,0
006UG000006JAhlYAG,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,44200,31/12/2024,0,892840,Central,Bajo,892840,2024,12,892840,0
006UG000007DglOYAS,0014100001uMubeAAC,0058X00000FQzgUQAT,MXN,ZONA 2,225000,31/12/2024,0,225000,Central,Bajo,225000,2024,12,225000,0
006UG000007jHdOYAU,001UG000009FwuXYAS,00541000007Mjh2AAC,USD,ZONA 1,12290,31/12/2024,0,248258,Central,Bajo,248258,2024,12,248258,0
006UG000007KpYbYAK,0014100001uMqWwAAK,00541000007Mjh2AAC,USD,ZONA 1,19200,31/12/2024,0,387840,Central,Bajo,387840,2024,12,636098,1.562245728
006UG000007mqmgYAA,001UG000009FtLaYAK,00541000007Mjh2AAC,USD,ZONA 1,39000,31/12/2024,30,787800,Central,Bajo,26260,2024,12,1423898,4.735557364
006UG000007NbPTYA0,001UG000008oRZtYAM,0053f000000ERMNAA4,MXN,ZONA 2,294797,31/12/2024,25,294797,Central,Bajo,11791.88,2024,12,294797,0
006UG000007z1hWYAQ,0013f000004YkX1AAK,00541000007Mjh2AAC,USD,ZONA 1,13750,31/12/2024,0,277750,Central,Bajo,277750,2024,12,1701648,5.854353133
006UG000008hdnuYAA,0014100001uMqQ2AAK,0053f000000ERMNAA4,MXN,ZONA 2,500000,31/12/2024,0,500000,Central,Bajo,500000,2024,12,794797,1.696082389
006UG000008IcTdYAK,0018X000038OLSdQAO,005UG000000Q3VJYA0,MXN,ZONA 4,562700,31/12/2024,0,562700,Periferica,Bajo,562700,2024,12,562700,0
006UG000009mslhYAA,0018X00003HsOkSQAV,005UG000000Q3VJYA0,MXN,ZONA 4,0,31/12/2024,0,0,Periferica,Muy Bajo,0,2024,12,562700,0
006UG000009oI6EYAU,0014100001uNFnFAAW,00541000007Mjh2AAC,USD,ZONA 1,26250,31/12/2024,60,530250,Central,Bajo,8837.5,2024,12,2231898,7.990235964
006UG000009oU7NYAU,0014100001uMqy7AAC,00541000007Mjh2AAC,USD,ZONA 1,15070,31/12/2024,0,304414,Central,Bajo,304414,2024,12,2536312,9.216436127
006UG00000AC15qYAD,001UG00000COhUkYAL,0053f000000ERMNAA4,MXN,ZONA 2,78679,31/12/2024,6,78679,Central,Bajo,13113.16667,2024,12,873476,1.962974521
006UG00000AYxftYAD,0012M0000257DFiQAM,00541000002payeAAA,MXN,ZONA 3,299000,31/12/2024,0,299000,Periferica,Bajo,299000,2024,12,299000,0
006UG00000BA34jYAD,001UG00000Dhtt1YAB,0053f000000ERMNAA4,MXN,ZONA 2,114780,31/12/2024,20,114780,Central,Bajo,5739,2024,12,988256,2.352327195
006UG00000BfAhpYAF,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,ZONA 2,2486000,31/12/2024,250,2486000,Central,Medio,9944,2024,12,2711000,11.04888889
006UG00000BlBcoYAF,001UG00000EQPiiYAH,005UG000002JtxJYAS,MXN,ZONA 5,590000,31/12/2024,15,590000,Periferica,Bajo,39333.33333,2024,12,590000,0
006UG00000BRoooYAD,0018X00003EzoAGQAZ,005UG000001VnS5YAK,USD,ZONA 1,21000,31/12/2024,0,424200,Central,Bajo,424200,2024,12,447700,18.05106383
006UG00000BRpMhYAL,0018X00003EzoAGQAZ,005UG000001VnS5YAK,USD,ZONA 1,20000,31/12/2024,5,404000,Central,Bajo,80800,2024,12,851700,35.24255319
006UG00000BwzJJYAZ,001UG00000EcfIEYAZ,0053f000000ERMNAA4,MXN,ZONA 2,505678,31/12/2024,0,505678,Central,Bajo,505678,2024,12,1493934,4.067670295
006UG00000C25EPYAZ,001UG00000EjHpRYAV,0053f000000ERMNAA4,MXN,ZONA 2,389000,31/12/2024,0,389000,Central,Bajo,389000,2024,12,1882934,5.387222394
006UG00000CaGXEYA3,0014100001uMuXWAA0,00541000007MjftAAC,MXN,ZONA 2,118000,31/12/2024,0,118000,Central,Bajo,118000,2024,12,118000,0
006UG00000Cd065YAB,001UG00000AWtYHYA1,005UG000001VnS5YAK,USD,ZONA 1,5000,31/12/2024,0,101000,Central,Bajo,101000,2024,12,952700,39.54042553
006UG00000CDQAgYAP,001UG00000ExpBJYAZ,005UG000000Q3VJYA0,MXN,ZONA 4,0,31/12/2024,0,0,Periferica,Muy Bajo,0,2024,12,562700,0
006UG00000ClQeUYAV,001UG00000Fey6UYAR,0058X00000FQzgUQAT,MXN,ZONA 2,0,31/12/2024,0,0,Central,Muy Bajo,0,2024,12,2711000,11.04888889
006UG00000CmNWTYA3,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,ZONA 2,70500,31/12/2024,1000,70500,Central,Bajo,70.5,2024,12,2781500,11.36222222
006UG00000CmP0PYAV,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,ZONA 2,2162500,31/12/2024,10,2162500,Central,Medio,216250,2024,12,4944000,20.97333333
006UG00000Co1ExYAJ,0014100001uMuPYAA0,0058X00000FQzgUQAT,MXN,ZONA 2,0,31/12/2024,0,0,Central,Muy Bajo,0,2024,12,4944000,20.97333333
006UG00000CoceHYAR,0014100001uMubeAAC,0058X00000FQzgUQAT,MXN,ZONA 2,0,31/12/2024,0,0,Central,Muy Bajo,0,2024,12,4944000,20.97333333
006UG00000Crw3oYAB,001UG00000FnB3KYAV,005UG000002JtxJYAS,MXN,ZONA 5,465000,31/12/2024,0,465000,Periferica,Bajo,465000,2024,12,1055000,0.788135593
006UG00000CvMswYAF,001UG00000Frn0LYAR,005UG000001VnS5YAK,USD,ZONA 1,8000,31/12/2024,21,161600,Central,Bajo,7695.238095,2024,12,1114300,46.41702128
006UG00000CvPZ3YAN,001UG00000Frn0LYAR,005UG000001VnS5YAK,USD,ZONA 1,8000,31/12/2024,10,161600,Central,Bajo,16160,2024,12,1275900,53.29361702
006UG00000CXmlOYAT,001UG00000FNKbhYAH,005UG000002JtxJYAS,MXN,ZONA 5,473000,31/12/2024,25,473000,Periferica,Bajo,18920,2024,12,1528000,1.589830508
006UG00000CXvztYAD,001UG00000FNIRrYAP,005UG000002JtxJYAS,MXN,ZONA 5,180000,31/12/2024,9,180000,Periferica,Bajo,20000,2024,12,1708000,1.894915254
006UG00000DBP3eYAH,0014100001uMqQMAA0,0053f000000ERMNAA4,MXN,ZONA 2,315317,31/12/2024,10,315317,Central,Bajo,31531.7,2024,12,2198251,6.456829615
006UG00000Dde69YAB,0013f000002GqZSAA0,00541000007MjgxAAC,MXN,ZONA 5,250000,31/12/2024,20,250000,Periferica,Bajo,12500,2024,12,250000,0
006UG00000DF537YAD,001UG00000GHZzSYAX,00541000007MjftAAC,MXN,ZONA 2,12780,31/12/2024,25,12780,Central,Muy Bajo,511.2,2024,12,130780,0.108305085
006UG00000DFnDqYAL,0014100001uMqQ6AAK,0053f000000ERMNAA4,MXN,ZONA 2,425000,31/12/2024,20,425000,Central,Bajo,21250,2024,12,2623251,7.898499646
006UG00000DfUDxYAN,001UG00000Gn6PeYAJ,0058X00000F1nOsQAJ,MXN,ZONA 3,99000,31/12/2024,15,99000,Periferica,Bajo,6600,2024,12,99000,0
006UG00000DgVj4YAF,001UG00000GoXXRYA3,005UG000002JtxJYAS,MXN,ZONA 5,210000,31/12/2024,15,210000,Periferica,Bajo,14000,2024,12,1918000,2.250847458
006UG00000DgXePYAV,0014100001uMqRvAAK,00541000007MjgZAAS,MXN,ZONA 3,179100,31/12/2024,10,179100,Periferica,Bajo,17910,2024,12,179100,0
006UG00000DHkYPYA1,0014100001uMqPyAAK,0053f000000ERMNAA4,MXN,ZONA 2,50000,31/12/2024,0,50000,Central,Bajo,50000,2024,12,2673251,8.068107884
006UG00000DJq53YAD,0014100001uMq6WAAS,00541000007MjftAAC,MXN,ZONA 2,0,31/12/2024,0,0,Central,Muy Bajo,0,2024,12,130780,0.108305085
006UG00000DNe8eYAD,001UG00000FziV2YAJ,0058X00000FQzgUQAT,MXN,ZONA 2,145000,31/12/2024,4,145000,Central,Bajo,36250,2024,12,5089000,21.61777778
006UG000008pRcfYAE,0018X00003B3PlcQAF,0053f000000ERMNAA4,MXN,ZONA 2,100000,30/12/2024,15,100000,Central,Bajo,6666.666667,2024,12,2773251,8.407324362
006UG0000098jKYYAY,001UG00000AoRX7YAN,0058X00000Gotl2QAB,MXN,ZONA 1,0,30/12/2024,0,0,Central,Muy Bajo,0,2024,12,892840,0
006UG0000098prOYAQ,0018X00003O5kiiQAB,0058X00000Gotl2QAB,MXN,ZONA 1,0,30/12/2024,0,0,Central,Muy Bajo,0,2024,12,892840,0
006UG0000098vITYAY,0018X00003O5kiiQAB,0058X00000Gotl2QAB,USD,ZONA 1,9800,30/12/2024,50,197960,Central,Bajo,3959.2,2024,12,1090800,0.221719457
006UG0000098w85YAA,0018X00003O5kiiQAB,0058X00000Gotl2QAB,MXN,ZONA 1,0,30/12/2024,0,0,Central,Muy Bajo,0,2024,12,1090800,0.221719457
006UG000009CHuLYAW,001UG00000AH8hmYAD,005UG000001k86rYAA,MXN,ZONA 1,144000,30/12/2024,25,144000,Central,Bajo,5760,2024,12,144000,0
006UG000009jo1tYAA,001UG00000Bub57YAB,005UG000001k86rYAA,USD,ZONA 1,26111,30/12/2024,100,527442.2,Central,Bajo,5274.422,2024,12,671442.2,3.662793056
006UG000009Q5F1YAK,001UG00000AH8hmYAD,005UG000001k86rYAA,MXN,ZONA 1,760000,30/12/2024,0,760000,Central,Bajo,760000,2024,12,1431442.2,8.940570833
006UG00000AxEnaYAF,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,ZONA 1,67830,30/12/2024,30,1370166,Central,Medio,45672.2,2024,12,2460966,1.756334842
006UG00000AxICtYAN,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,ZONA 1,1500,30/12/2024,40,30300,Central,Muy Bajo,757.5,2024,12,2491266,1.790271493
006UG00000AxOIHYA3,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,ZONA 1,11800,30/12/2024,80,238360,Central,Bajo,2979.5,2024,12,2729626,2.057239819
006UG00000AxOwbYAF,0018X00003NKgS5QAL,0058X00000Gotl2QAB,MXN,ZONA 1,0,30/12/2024,0,0,Central,Muy Bajo,0,2024,12,2729626,2.057239819
006UG00000BeAjtYAF,0014100001uMqxNAAS,0053f000000ERMNAA4,MXN,ZONA 2,98613,30/12/2024,1,98613,Central,Bajo,98613,2024,12,2871864,8.741835907
006UG00000BQlUnYAL,0014100001uNFnFAAW,005UG000001VnS5YAK,MXN,ZONA 1,90000,30/12/2024,0,90000,Central,Bajo,90000,2024,12,1365900,57.12340426
006UG00000D09n0YAB,0014100001uMsEQAA0,00541000007MjftAAC,MXN,ZONA 2,338000,30/12/2024,200,338000,Central,Bajo,1690,2024,12,468780,2.972711864
006UG00000D0jgpYAB,0014100001uMsEQAA0,00541000007MjftAAC,MXN,ZONA 2,338000,30/12/2024,200,338000,Central,Bajo,1690,2024,12,806780,5.837118644
006UG00000D0q2NYAR,0014100001uMsEQAA0,00541000007MjftAAC,MXN,ZONA 2,307500,30/12/2024,100,307500,Central,Bajo,3075,2024,12,1114280,8.443050847
006UG00000D0uQwYAJ,0012M000028jWGRQA2,00541000007MjftAAC,MXN,ZONA 2,45250,30/12/2024,0,45250,Central,Muy Bajo,45250,2024,12,1159530,8.826525424
006UG00000D0wVxYAJ,0014100001uMsEQAA0,00541000007MjftAAC,MXN,ZONA 2,338000,30/12/2024,200,338000,Central,Bajo,1690,2024,12,1497530,11.6909322
006UG00000D1UcTYAV,0014100001uMrNUAA0,00541000007MjftAAC,MXN,ZONA 2,140000,30/12/2024,20,140000,Central,Bajo,7000,2024,12,1637530,12.87737288
006UG00000D49mpYAB,0014100001uMr5CAAS,0058X00000GBaShQAL,MXN,ZONA 2,675000,30/12/2024,20,675000,Central,Bajo,33750,2024,12,675000,0
006UG00000CEckrYAD,0013f000004bCqRAAU,005UG000000eQVFYA2,MXN,ZONA 4,145000,28/12/2024,25,145000,Periferica,Bajo,5800,2024,12,145000,0
006UG00000Cxbr5YAB,0013f000004YI4pAAG,0053f000000DoGpAAK,MXN,ZONA 3,300000,28/12/2024,0,300000,Periferica,Bajo,300000,2024,12,300000,0
006UG00000D8xcwYAB,0014100001uMqi4AAC,00541000007Mj4XAAS,MXN,ZONA 2,1498500,28/12/2024,30,1498500,Central,Medio,49950,2024,12,1498500,0
006UG00000DRvsNYAT,0014100001uMqG6AAK,0053f000000EybuAAC,MXN,ZONA 3,589000,28/12/2024,6,589000,Periferica,Bajo,98166.66667,2024,12,589000,0
006UG000004Tc2nYAC,0014100001uMsDVAA0,0058X00000GIoK5QAL,MXN,ZONA 4,1200000,27/12/2024,0,1200000,Periferica,Medio,1200000,2024,12,1200000,0
006UG000004TcNlYAK,0014100001uMsDVAA0,0058X00000GIoK5QAL,MXN,ZONA 4,1200000,27/12/2024,0,1200000,Periferica,Medio,1200000,2024,12,2400000,1
006UG000009wrjXYAQ,0014100001uMq6zAAC,0058X00000GIoK5QAL,MXN,ZONA 4,2500000,27/12/2024,0,2500000,Periferica,Medio,2500000,2024,12,4900000,3.083333333
006UG00000D0zgjYAB,0013f000004XqWNAA0,0058X00000H5RD6QAN,MXN,ZONA 4,850000,27/12/2024,0,850000,Periferica,Bajo,850000,2024,12,850000,0
006UG00000DIFFdYAP,0014100001uMq70AAC,0053f000000DoGpAAK,MXN,ZONA 3,698382,27/12/2024,0,698382,Periferica,Bajo,698382,2024,12,998382,2.32794
006UG00000DiW37YAF,001UG00000GqupjYAB,00541000007MjhWAAS,MXN,ZONA 2,895000,27/12/2024,0,895000,Central,Bajo,895000,2024,12,895000,0
0068X00001KvsMAQAZ,0018X00003NLBqiQAH,0058X00000GoyezQAB,MXN,ZONA 3,187700,26/12/2024,0,187700,Periferica,Bajo,187700,2024,12,187700,0
006UG000002u7aMYAQ,0014100001zzCTpAAM,00541000007MjgwAAC,MXN,ZONA 5,600000,26/12/2024,90,600000,Periferica,Bajo,6666.666667,2024,12,600000,0
006UG000007wltlYAA,0013f000003SkU2AAK,0058X00000GIoJvQAL,MXN,ZONA 4,2224182,25/12/2024,60,2224182,Periferica,Medio,37069.7,2024,12,2224182,0
006UG00000BAnabYAD,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,0,21/12/2024,0,0,Central,Muy Bajo,0,2024,12,5089000,21.61777778
006UG00000BBpaNYAT,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,265000,21/12/2024,30,265000,Central,Bajo,8833.333333,2024,12,5354000,22.79555556
006UG00000BBryjYAD,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,945000,21/12/2024,0,945000,Central,Bajo,945000,2024,12,6299000,26.99555556
006UG00000BBwNJYA1,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,310000,21/12/2024,150,310000,Central,Bajo,2066.666667,2024,12,6609000,28.37333333
006UG00000ARNHLYA5,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,0,20/12/2024,0,0,Central,Muy Bajo,0,2024,12,6609000,28.37333333
006UG00000B5XHxYAN,0013f00000715T7AAI,0058X00000GIoK5QAL,MXN,ZONA 4,400000,20/12/2024,0,400000,Periferica,Bajo,400000,2024,12,5300000,3.416666667
006UG00000BG0XBYA1,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,516400,20/12/2024,0,516400,Central,Bajo,516400,2024,12,7125400,30.66844444
006UG00000BRjvZYAT,001UG00000E40mDYAR,0058X00000H5RD6QAN,MXN,ZONA 4,10150000,20/12/2024,0,10150000,Periferica,Alto,10150000,2024,12,11000000,11.94117647
006UG00000CJU8LYAX,0013f000002GMW7AAO,00541000007Mjg5AAC,MXN,ZONA 3,1000000,20/12/2024,19,1000000,Periferica,Medio,52631.57895,2024,12,1000000,0
006UG00000D59xdYAB,001UG00000DcOTFYA3,005UG000001k86rYAA,USD,ZONA 1,2500,20/12/2024,0,50500,Central,Bajo,50500,2024,12,1481942.2,9.291265278
006UG00000D6NYlYAN,0014100001uMq7FAAS,00541000007MjgQAAS,MXN,ZONA 3,400000,20/12/2024,0,400000,Periferica,Bajo,400000,2024,12,400000,0
006UG00000DA7ghYAD,001UG00000FveZaYAJ,005UG000002l28XYAQ,EUR,ZONA 3,32000,20/12/2024,0,678400,Periferica,Bajo,678400,2024,12,678400,0
006UG00000AWi6bYAD,001UG00000CuUMJYA3,00541000002payeAAA,MXN,ZONA 3,0,19/12/2024,0,0,Periferica,Muy Bajo,0,2024,12,299000,0
006UG00000BhU2wYAF,0014100001uMq75AAC,00541000007MjhWAAS,MXN,ZONA 2,1200000,19/12/2024,0,1200000,Central,Medio,1200000,2024,12,2095000,1.340782123
006UG00000C4WYfYAN,0014100001uNFnnAAG,0053f000000m1eKAAQ,MXN,ZONA 3,997000,19/12/2024,15,997000,Periferica,Bajo,66466.66667,2024,12,997000,0
006UG00000D7a7JYAR,001UG00000Eg6x0YAB,00541000007MjgXAAS,MXN,ZONA 3,1335000,18/12/2024,30,1335000,Periferica,Medio,44500,2024,12,1335000,0
006UG000007sbWPYAY,0014100001uMqQMAA0,0053f000000ERMNAA4,MXN,ZONA 2,534567,17/12/2024,20,534567,Central,Bajo,26728.35,2024,12,3406431,10.55517526
006UG00000D7aTuYAJ,001UG00000Eg6x0YAB,00541000007MjgXAAS,MXN,ZONA 3,93000,17/12/2024,10,93000,Periferica,Bajo,9300,2024,12,1428000,0.069662921
006UG00000DbgGwYAJ,001UG00000BjyZZYAZ,0053f000000naCIAAY,MXN,ZONA 1,540000,17/12/2024,40,540000,Central,Bajo,13500,2024,12,540000,0
006UG00000DbiNZYAZ,001UG00000BkF49YAF,0053f000000naCIAAY,MXN,ZONA 1,540000,17/12/2024,35,540000,Central,Bajo,15428.57143,2024,12,1080000,1
006UG000007sJRRYA2,0014100001uMqQMAA0,0053f000000ERMNAA4,MXN,ZONA 2,98613,16/12/2024,0,98613,Central,Bajo,98613,2024,12,3505044,10.8896868
006UG00000A5cDPYAZ,0013f00000Af0tfAAB,0053f000000ERMNAA4,MXN,ZONA 2,198000,16/12/2024,16,198000,Central,Bajo,12375,2024,12,3703044,11.56133543
006UG00000ChKUPYA3,0014100001rKnIkAAK,0053f000000ERMNAA4,MXN,ZONA 2,300000,16/12/2024,0,300000,Central,Bajo,300000,2024,12,4003044,12.57898486
006UG00000CX1UfYAL,001UG00000F7d41YAB,0053f000000ERMNAA4,MXN,ZONA 2,289500,16/12/2024,0,289500,Central,Bajo,289500,2024,12,4292544,13.56101656
006UG00000D0mzdYAB,0012M00002Cyv8pQAB,0053f000000ERMNAA4,MXN,ZONA 2,688900,16/12/2024,10,688900,Central,Bajo,68890,2024,12,4981444,15.89787888
006UG00000DGPkXYAX,001UG00000GJEpNYAX,0053f000000ERMNAA4,MXN,ZONA 2,500000,16/12/2024,0,500000,Central,Bajo,500000,2024,12,5481444,17.59396127
006UG000004OytbYAC,001UG0000054J52YAE,0053f000000ERMNAA4,MXN,ZONA 2,150000,15/12/2024,20,150000,Central,Bajo,7500,2024,12,5631444,18.10278598
006UG000008pQdNYAU,0013f000003T9f0AAC,0053f000000ERMNAA4,MXN,ZONA 2,330000,15/12/2024,120,330000,Central,Bajo,2750,2024,12,5961444,19.22220036
006UG000009bmy9YAA,0018X00002zXKcvQAG,0053f000000ERMNAA4,MXN,ZONA 2,378576,15/12/2024,10,378576,Central,Bajo,37857.6,2024,12,6340020,20.50639253
006UG00000AcLiPYAV,001UG00000D1dCkYAJ,0053f000000naCIAAY,MXN,ZONA 1,1800000,15/12/2024,0,1800000,Central,Medio,1800000,2024,12,2880000,4.333333333
006UG00000Ba5PSYAZ,001UG0000070FfnYAE,0053f000000naCIAAY,MXN,ZONA 1,448200,15/12/2024,20,448200,Central,Bajo,22410,2024,12,3328200,5.163333333
006UG00000Ba6TaYAJ,001UG000002DvvPYAS,0053f000000naCIAAY,MXN,ZONA 1,298800,15/12/2024,30,298800,Central,Bajo,9960,2024,12,3627000,5.716666667
006UG00000BZ5WLYA1,001UG00000C1c9HYAR,005UG000000Q3VJYA0,MXN,ZONA 4,3240000,15/12/2024,30,3240000,Periferica,Medio,108000,2024,12,3802700,5.757952728
006UG00000D5pX3YAJ,0018X000032Ve8kQAC,0053f000000naCIAAY,MXN,ZONA 1,2700000,15/12/2024,60,2700000,Central,Medio,45000,2024,12,6327000,10.71666667
006UG000008hplpYAA,001UG00000AXxA4YAL,0058X00000F1ld7QAB,MXN,ZONA 3,592000,14/12/2024,0,592000,Periferica,Bajo,592000,2024,12,592000,0
006UG00000BvmnxYAB,0014100001uMsDhAAK,0058X00000F1ld7QAB,MXN,ZONA 3,353000,14/12/2024,0,353000,Periferica,Bajo,353000,2024,12,945000,0.596283784
006UG00000BzcwUYAR,0012M0000257DFiQAM,00541000002payeAAA,MXN,ZONA 3,371666,14/12/2024,25,371666,Periferica,Bajo,14866.64,2024,12,670666,1.2430301
006UG00000C5zlVYAR,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,ZONA 2,785000,14/12/2024,130,785000,Central,Bajo,6038.461538,2024,12,7910400,34.15733333
006UG00000CGOx8YAH,001UG000006JsFmYAK,005UG000000eQVFYA2,MXN,ZONA 4,80000,14/12/2024,0,80000,Periferica,Bajo,80000,2024,12,225000,0.551724138
006UG00000D5ve5YAB,001UG00000G5ZAQYA3,005UG000002ZCMvYAO,MXN,ZONA 5,250000,14/12/2024,0,250000,Periferica,Bajo,250000,2024,12,250000,0
006UG00000DHhaXYAT,0014100001uMrF9AAK,005UG000000eQVFYA2,MXN,ZONA 4,50000,14/12/2024,0,50000,Periferica,Bajo,50000,2024,12,275000,0.896551724
006UG000005yyXuYAI,0013f000004LBUOAA4,0058X00000H5RD6QAN,MXN,ZONA 4,1912800,13/12/2024,0,1912800,Periferica,Medio,1912800,2024,12,12912800,14.19152941
006UG0000060UKPYA2,0014100001uMqxWAAS,0058X00000H5RD6QAN,MXN,ZONA 4,74200,13/12/2024,0,74200,Periferica,Bajo,74200,2024,12,12987000,14.27882353
006UG0000089IYzYAM,0014100001uMuZoAAK,0058X00000H5RD6QAN,MXN,ZONA 4,715200,13/12/2024,30,715200,Periferica,Bajo,23840,2024,12,13702200,15.12023529
006UG000008JAFBYA4,0012M00002AAHOmQAP,0058X00000H5RD6QAN,MXN,ZONA 4,967200,13/12/2024,50,967200,Periferica,Bajo,19344,2024,12,14669400,16.25811765
006UG000009SJaPYAW,0014100001uMuZoAAK,0058X00000H5RD6QAN,MXN,ZONA 4,855500,13/12/2024,25,855500,Periferica,Bajo,34220,2024,12,15524900,17.26458824
006UG00000AzxGkYAJ,0014100001uMrIcAAK,00541000007Mjg5AAC,MXN,ZONA 3,1300000,13/12/2024,0,1300000,Periferica,Medio,1300000,2024,12,2300000,1.3
006UG00000BAm8HYAT,0014100001uMr5WAAS,0058X00000FQzgUQAT,MXN,ZONA 2,0,13/12/2024,0,0,Central,Muy Bajo,0,2024,12,7910400,34.15733333
006UG00000BAPWgYAP,0018X000032VZZxQAO,0058X00000H5RD6QAN,MXN,ZONA 4,675500,13/12/2024,25,675500,Periferica,Bajo,27020,2024,12,16200400,18.05929412
006UG00000BzrkDYAR,0013f0000033XY1AAM,00541000007Mji0AAC,MXN,ZONA 4,230000,13/12/2024,0,230000,Periferica,Bajo,230000,2024,12,230000,0
006UG00000C22A6YAJ,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,ZONA 2,0,13/12/2024,0,0,Central,Muy Bajo,0,2024,12,7910400,34.15733333
006UG00000CBlrAYAT,0013f00000AezYxAAJ,0058X00000H5RD6QAN,MXN,ZONA 4,220000,13/12/2024,10,220000,Periferica,Bajo,22000,2024,12,16420400,18.31811765
006UG00000CIXzWYAX,0018X00003B4BULQA3,00541000007Mjg5AAC,MXN,ZONA 3,1300000,13/12/2024,30,1300000,Periferica,Medio,43333.33333,2024,12,3600000,2.6
006UG00000CxqenYAB,0014100001uMq7aAAC,0058X00000GBaShQAL,MXN,ZONA 2,120000,13/12/2024,0,120000,Central,Bajo,120000,2024,12,795000,0.177777778
006UG00000DG6rZYAT,0013f000002GMW7AAO,00541000007Mjg5AAC,MXN,ZONA 3,1020000,13/12/2024,0,1020000,Periferica,Medio,1020000,2024,12,4620000,3.62
006UG00000DTRdHYAX,0013f00000973SRAAY,00541000007MjhWAAS,MXN,ZONA 2,52200,13/12/2024,0,52200,Central,Bajo,52200,2024,12,2147200,1.399106145
006UG00000DTYQDYA5,0013f00000973SRAAY,00541000007MjhWAAS,MXN,ZONA 2,75000,13/12/2024,0,75000,Central,Bajo,75000,2024,12,2222200,1.482905028
006UG000009EfHRYA0,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,20300,12/12/2024,0,410060,Central,Bajo,410060,2024,12,3139686,2.516515837
006UG000009yLlxYAE,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,44200,12/12/2024,125,892840,Central,Bajo,7142.72,2024,12,4032526,3.516515837
006UG000009yM0TYAU,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,38500,12/12/2024,300,777700,Central,Bajo,2592.333333,2024,12,4810226,4.387556561
006UG000009yMGcYAM,0018X00003NthTPQAZ,0058X00000Gotl2QAB,USD,ZONA 1,110500,12/12/2024,60,2232100,Central,Medio,37201.66667,2024,12,7042326,6.887556561
006UG000009yMIDYA2,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,5400,12/12/2024,25,109080,Central,Bajo,4363.2,2024,12,7151406,7.009728507
006UG000009yMYMYA2,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,1500,12/12/2024,50,30300,Central,Muy Bajo,606,2024,12,7181706,7.043665158
006UG000009yN9RYAU,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,ZONA 1,18300,12/12/2024,0,369660,Central,Bajo,369660,2024,12,7551366,7.457692308
006UG00000Au6HvYAJ,0014100001uMr5RAAS,00541000007Mjg2AAC,MXN,ZONA 2,250000,12/12/2024,25,250000,Central,Bajo,10000,2024,12,250000,0
006UG00000CxsDZYAZ,001UG00000Fv24TYAR,00541000002payeAAA,MXN,ZONA 3,523500,12/12/2024,59,523500,Periferica,Bajo,8872.881356,2024,12,1194166,2.993866221
006UG00000DfbFRYAZ,0018X000038QZ8HQAW,0053f000000mM3KAAU,MXN,ZONA 4,276700,12/11/2024,167,276700,Periferica,Bajo,1656.886228,2024,11,276700,0
006UG00000DifWDYAZ,0014100001uMqXlAAK,0058X00000F1ld7QAB,MXN,ZONA 3,84500,12/11/2024,4,84500,Periferica,Bajo,21125,2024,11,1029500,0.73902027
006UG00000DT1EAYA1,0014100001uMqHQAA0,00541000002payqAAA,MXN,ZONA 3,300000,12/11/2024,0,300000,Periferica,Bajo,300000,2024,11,300000,0
006UG00000DTcs2YAD,0013f0000097psUAAQ,0053f000000lhfmAAA,MXN,ZONA 5,348000,12/11/2024,20,348000,Periferica,Bajo,17400,2024,11,348000,0
